name,followers,likes,comments,growth_rate,engagement_rate,account_age_days,anomaly_score,anomaly_percentile,transfer_fraud_probability_UNVALIDATED,vetting_action,signals_disagree_flag
influencer_2429,953246,43779,2821,3.91,4.59,2310,4.1,8.7,0.6,APPROVE - Not a statistical outlier,
influencer_2430,20675,807,55,18.41,3.91,1447,21.7,80.78,15.6,APPROVE - Not a statistical outlier,
influencer_2431,74997,3829,133,0.65,5.11,1554,17.1,72.35000000000001,0.0,APPROVE - Not a statistical outlier,
influencer_2432,968561,124391,9407,18.15,12.84,280,27.3,87.92,40.2,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2433,1999671,188352,4831,34.51,9.42,1574,21.8,80.94,7.0,APPROVE - Not a statistical outlier,
influencer_2434,487799,19530,835,3.04,4.0,108,9.0,39.94,0.1,APPROVE - Not a statistical outlier,
influencer_2435,4950982,342281,25147,30.23,6.91,927,30.7,90.83,37.5,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2436,2239057,133615,5989,-0.86,5.97,2998,17.0,72.11,0.6,APPROVE - Not a statistical outlier,
influencer_2437,4465344,96526,2315,4.18,2.16,810,12.2,56.76,0.0,APPROVE - Not a statistical outlier,
influencer_2438,2410029,99286,8593,1.0,4.12,255,13.0,60.160000000000004,0.6,APPROVE - Not a statistical outlier,
influencer_2439,3922451,129503,5805,-0.06,3.3,1104,10.0,45.910000000000004,0.2,APPROVE - Not a statistical outlier,
influencer_2440,567088,6789,170,0.04,1.2,1239,15.4,67.97,0.0,APPROVE - Not a statistical outlier,
influencer_2441,1763999,18916,491,4.32,1.07,1087,12.9,59.67,0.5,APPROVE - Not a statistical outlier,
influencer_2442,659003,10518,422,2.93,1.6,832,7.6,30.54,0.0,APPROVE - Not a statistical outlier,
influencer_2443,2401081,101936,3490,4.74,4.25,771,4.1,8.7,1.0,APPROVE - Not a statistical outlier,
influencer_2444,806113,44013,3606,28.14,5.46,2208,15.7,68.76,29.7,APPROVE - Not a statistical outlier,
influencer_2445,2464160,92828,4245,3.61,3.77,2709,4.7,11.61,0.2,APPROVE - Not a statistical outlier,
influencer_2446,934396,10832,913,2.0,1.16,2915,14.6,65.66,0.0,APPROVE - Not a statistical outlier,
influencer_2447,3163801,105877,3590,3.92,3.35,2836,8.0,33.550000000000004,0.2,APPROVE - Not a statistical outlier,
influencer_2448,4035464,226918,13485,1.48,5.62,733,11.7,54.76,0.7,APPROVE - Not a statistical outlier,
influencer_2449,1604546,47943,3597,3.96,2.99,2574,3.7,6.710000000000001,0.0,APPROVE - Not a statistical outlier,
influencer_2450,2093101,86332,6229,3.55,4.12,1456,1.9,0.84,0.9,APPROVE - Not a statistical outlier,
influencer_2451,1960310,96037,6539,3.07,4.9,2400,4.0,8.24,0.6,APPROVE - Not a statistical outlier,
influencer_2452,1457081,207369,19489,24.45,14.23,644,34.5,93.42,39.8,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2453,116359,4184,160,2.78,3.6,358,10.3,47.46,0.1,APPROVE - Not a statistical outlier,
influencer_2454,2164859,114515,6813,2.04,5.29,1425,3.6,6.12,0.2,APPROVE - Not a statistical outlier,
influencer_2455,4446655,131482,11927,1.77,2.96,1513,7.6,30.54,1.2,APPROVE - Not a statistical outlier,
influencer_2456,3736444,203392,5335,4.94,5.44,162,24.1,84.19,1.6,APPROVE - Not a statistical outlier,
influencer_2457,3542483,77974,1908,2.03,2.2,864,7.9,32.82,0.2,APPROVE - Not a statistical outlier,
influencer_2458,2593631,62275,2407,-0.81,2.4,2728,8.1,34.22,0.2,APPROVE - Not a statistical outlier,
influencer_2459,1685351,21329,1506,2.76,1.27,150,16.3,70.39,0.2,APPROVE - Not a statistical outlier,
influencer_2460,1513760,75353,3073,3.37,4.98,2683,6.1,20.380000000000003,0.6,APPROVE - Not a statistical outlier,
influencer_2461,1463436,199657,7031,10.62,13.64,1505,24.4,84.58,18.0,APPROVE - Not a statistical outlier,
influencer_2462,3558689,178810,10139,14.53,5.02,994,16.3,70.39,8.3,APPROVE - Not a statistical outlier,
influencer_2463,4447228,96013,6633,-0.88,2.16,158,19.1,76.57000000000001,0.5,APPROVE - Not a statistical outlier,
influencer_2464,2881593,158689,6329,-0.28,5.51,1628,13.9,63.580000000000005,0.2,APPROVE - Not a statistical outlier,
influencer_2465,1864236,96373,4245,-0.03,5.17,2106,16.0,69.55,0.2,APPROVE - Not a statistical outlier,
influencer_2466,2347582,88448,6110,0.27,3.77,2799,11.3,52.52,0.9,APPROVE - Not a statistical outlier,
influencer_2467,3574465,145857,13952,3.8,4.08,1577,7.9,32.82,0.9,APPROVE - Not a statistical outlier,
influencer_2468,3768255,127051,9399,0.86,3.37,362,10.5,48.67,0.6,APPROVE - Not a statistical outlier,
influencer_2469,1600792,47356,3913,0.87,2.96,1183,4.4,10.09,0.2,APPROVE - Not a statistical outlier,
influencer_2470,4475770,249630,12317,3.53,5.58,1346,10.6,49.38,0.6,APPROVE - Not a statistical outlier,
influencer_2471,451930,7357,307,1.47,1.63,1226,7.5,29.880000000000003,0.0,APPROVE - Not a statistical outlier,
influencer_2472,4748647,49493,2788,48.45,1.04,1459,27.0,87.64999999999999,24.0,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2473,2403187,96126,8129,15.24,4.0,385,22.9,82.56,19.0,APPROVE - Not a statistical outlier,
influencer_2474,3499408,122155,6902,-0.22,3.49,168,21.9,81.08,0.6,APPROVE - Not a statistical outlier,
influencer_2475,2366600,77817,6827,2.43,3.29,1556,3.3,4.8500000000000005,1.6,APPROVE - Not a statistical outlier,
influencer_2476,3678361,127566,12642,28.07,3.47,1227,18.9,76.14999999999999,29.8,APPROVE - Not a statistical outlier,
influencer_2477,3039915,51666,1331,4.58,1.7,58,27.3,87.92,8.0,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2478,92006,3280,77,-0.6,3.57,960,20.1,78.18,0.0,APPROVE - Not a statistical outlier,
influencer_2479,4152785,91863,2936,0.82,2.21,2573,9.3,42.01,0.2,APPROVE - Not a statistical outlier,
influencer_2480,4079584,78395,3978,2.91,1.92,1043,5.7,18.01,0.0,APPROVE - Not a statistical outlier,
influencer_2481,4324654,57265,1745,0.89,1.32,2732,14.1,64.12,0.0,APPROVE - Not a statistical outlier,
influencer_2482,689725,45538,4082,33.5,6.6,857,21.4,80.36,46.4,APPROVE - Not a statistical outlier,
influencer_2483,2904030,170231,3719,11.33,5.86,380,22.7,82.26,3.6,APPROVE - Not a statistical outlier,
influencer_2484,789768,32642,1477,3.16,4.13,2631,5.7,18.01,0.0,APPROVE - Not a statistical outlier,
influencer_2485,207487,9623,334,4.3,4.64,2054,10.1,46.379999999999995,0.3,APPROVE - Not a statistical outlier,
influencer_2486,3638820,88851,8398,49.11,2.44,328,32.7,91.99000000000001,41.0,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2487,3285321,110140,8101,3.98,3.35,1773,3.6,6.12,0.6,APPROVE - Not a statistical outlier,
influencer_2488,679841,105490,9806,24.1,15.52,1895,34.5,93.42,32.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2489,2940302,84674,8279,2.91,2.88,1245,6.1,20.380000000000003,1.2,APPROVE - Not a statistical outlier,
influencer_2490,3453501,145055,8669,1.97,4.2,1725,2.7,2.62,0.2,APPROVE - Not a statistical outlier,
influencer_2491,46232,1606,62,4.63,3.47,2141,12.4,57.63,0.0,APPROVE - Not a statistical outlier,
influencer_2492,2446840,128352,4556,4.41,5.25,784,5.3,15.27,0.7,APPROVE - Not a statistical outlier,
influencer_2493,1380904,74203,2807,4.93,5.37,799,5.7,18.01,1.2,APPROVE - Not a statistical outlier,
influencer_2494,3850033,71333,5470,4.17,1.85,1268,4.7,11.61,0.7,APPROVE - Not a statistical outlier,
influencer_2495,1438188,24178,561,2.28,1.68,863,8.6,37.35,0.0,APPROVE - Not a statistical outlier,
influencer_2496,1657321,68812,1658,3.29,4.15,2243,6.0,19.939999999999998,0.0,APPROVE - Not a statistical outlier,
influencer_2497,539645,13524,928,4.79,2.51,1936,6.3,21.55,0.0,APPROVE - Not a statistical outlier,
influencer_2498,1572951,90443,6454,19.81,5.75,1594,11.7,54.76,14.7,APPROVE - Not a statistical outlier,
influencer_2499,4526121,223393,16357,16.75,4.94,1248,25.5,85.98,14.0,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2500,2830455,60416,3005,4.65,2.13,535,5.9,19.36,1.0,APPROVE - Not a statistical outlier,
influencer_2501,2504292,191234,16154,15.68,7.64,1387,24.5,84.75,30.7,APPROVE - Not a statistical outlier,
influencer_2502,2191421,100524,6301,-0.05,4.59,2870,16.7,71.39,0.2,APPROVE - Not a statistical outlier,
influencer_2503,3367823,162102,4609,-0.07,4.81,2910,21.0,79.64,0.2,APPROVE - Not a statistical outlier,
influencer_2504,2611469,107699,9021,19.04,4.12,1490,20.2,78.42,16.7,APPROVE - Not a statistical outlier,
influencer_2505,2168354,47074,4530,1.86,2.17,2935,12.1,56.44,0.2,APPROVE - Not a statistical outlier,
influencer_2506,1098353,39610,982,1.88,3.61,1446,6.0,19.939999999999998,0.3,APPROVE - Not a statistical outlier,
influencer_2507,4386010,459845,23593,20.98,10.48,2883,28.7,89.05,26.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2508,4819750,121802,7186,1.9,2.53,1202,7.7,31.240000000000002,0.2,APPROVE - Not a statistical outlier,
influencer_2509,4992536,195723,6207,18.41,3.92,790,29.6,89.92,18.1,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2510,825255,81003,7243,28.42,9.82,862,24.1,84.19,41.0,APPROVE - Not a statistical outlier,
influencer_2511,3472750,70354,3006,4.24,2.03,1458,4.5,10.66,0.0,APPROVE - Not a statistical outlier,
influencer_2512,4476156,713128,58933,24.51,15.93,312,46.6,98.83,40.6,MANUAL REVIEW - Top 5% anomaly,
influencer_2513,2766331,50789,3742,2.61,1.84,408,6.6,23.56,0.0,APPROVE - Not a statistical outlier,
influencer_2514,589158,6729,456,2.89,1.14,227,14.1,64.12,0.0,APPROVE - Not a statistical outlier,
influencer_2515,2631723,109131,3860,3.63,4.15,585,3.9,7.84,0.4,APPROVE - Not a statistical outlier,
influencer_2516,3832661,696481,26226,38.48,18.17,385,41.8,97.5,40.0,MANUAL REVIEW - Top 5% anomaly,
influencer_2517,866139,23005,547,0.18,2.66,1593,11.8,55.21,0.0,APPROVE - Not a statistical outlier,
influencer_2518,1579638,25168,988,1.21,1.59,1070,5.0,13.41,0.0,APPROVE - Not a statistical outlier,
influencer_2519,3767484,145121,6912,0.63,3.85,2716,9.6,43.75,0.2,APPROVE - Not a statistical outlier,
influencer_2520,2902717,160571,13913,1.51,5.53,408,14.5,65.25999999999999,22.7,APPROVE - Not a statistical outlier,
influencer_2521,2212738,108873,5368,2.18,4.92,709,2.8,2.96,0.7,APPROVE - Not a statistical outlier,
influencer_2522,290768,11958,961,2.75,4.11,2583,9.4,42.6,0.7,APPROVE - Not a statistical outlier,
influencer_2523,2640929,68011,3751,4.07,2.58,1809,2.2,1.4000000000000001,0.0,APPROVE - Not a statistical outlier,
influencer_2524,3134211,116260,9625,4.46,3.71,928,4.7,11.61,0.2,APPROVE - Not a statistical outlier,
influencer_2525,2269185,185848,18232,32.14,8.19,105,41.7,97.47,43.8,MANUAL REVIEW - Top 5% anomaly,
influencer_2526,3228544,141885,5560,-0.47,4.39,260,17.1,72.35000000000001,0.2,APPROVE - Not a statistical outlier,
influencer_2527,1727199,79891,7109,3.78,4.63,1769,4.9,12.86,8.6,APPROVE - Not a statistical outlier,
influencer_2528,4471013,887729,61915,12.41,19.86,991,50.5,99.38,37.6,"REJECT - Top 1% anomaly, escalate for manual audit",
influencer_2529,4369327,100581,8587,2.28,2.3,2379,7.3,28.63,0.6,APPROVE - Not a statistical outlier,
influencer_2530,444945,971,70,26.82,0.22,2803,36.9,95.06,54.8,MANUAL REVIEW - Top 5% anomaly,
influencer_2531,22253,829,44,3.01,3.73,2292,11.2,52.04,0.7,APPROVE - Not a statistical outlier,
influencer_2532,3604110,109470,4186,14.17,3.04,2146,18.0,74.45,7.7,APPROVE - Not a statistical outlier,
influencer_2533,2277787,112796,2887,4.71,4.95,422,8.7,38.05,1.0,APPROVE - Not a statistical outlier,
influencer_2534,2255614,44406,2790,4.64,1.97,1138,3.3,4.8500000000000005,0.0,APPROVE - Not a statistical outlier,
influencer_2535,3853666,88972,8828,3.86,2.31,296,18.4,75.07000000000001,0.7,APPROVE - Not a statistical outlier,
influencer_2536,951162,36315,2870,27.93,3.82,1122,12.9,59.67,32.7,APPROVE - Not a statistical outlier,
influencer_2537,1275634,33842,1563,-0.7,2.65,640,5.7,18.01,0.4,APPROVE - Not a statistical outlier,
influencer_2538,2756063,146141,12593,4.09,5.3,1400,7.1,27.279999999999998,19.9,APPROVE - Not a statistical outlier,
influencer_2539,1229807,41429,3377,-0.57,3.37,1038,5.8,18.7,0.9,APPROVE - Not a statistical outlier,
influencer_2540,123775,6186,263,3.48,5.0,991,9.1,40.52,0.0,APPROVE - Not a statistical outlier,
influencer_2541,4515276,176235,3726,0.02,3.9,2805,24.8,85.21,0.2,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2542,4464158,217201,6397,1.16,4.87,702,14.6,65.66,0.2,APPROVE - Not a statistical outlier,
influencer_2543,415600,48190,4345,21.57,11.6,2500,31.8,91.42,31.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2544,2270070,117069,10176,1.66,5.16,1730,8.1,34.22,11.2,APPROVE - Not a statistical outlier,
influencer_2545,4414359,104746,4568,1.47,2.37,2192,6.7,24.240000000000002,0.2,APPROVE - Not a statistical outlier,
influencer_2546,2034901,75911,3250,-0.71,3.73,2297,5.3,15.27,0.2,APPROVE - Not a statistical outlier,
influencer_2547,2832569,58635,4891,3.98,2.07,60,19.0,76.35,2.7,APPROVE - Not a statistical outlier,
influencer_2548,1449763,48967,4652,4.13,3.38,1396,4.4,10.09,0.6,APPROVE - Not a statistical outlier,
influencer_2549,2520507,65303,5376,3.73,2.59,1430,2.9,3.34,1.4,APPROVE - Not a statistical outlier,
influencer_2550,1257715,29348,2008,4.09,2.33,1183,2.3,1.59,0.1,APPROVE - Not a statistical outlier,
influencer_2551,81257,4741,186,3.51,5.83,646,13.1,60.69,0.1,APPROVE - Not a statistical outlier,
influencer_2552,1527534,27501,1706,4.62,1.8,568,5.9,19.36,0.8,APPROVE - Not a statistical outlier,
influencer_2553,825143,43654,1688,46.1,5.29,2816,23.0,82.72,21.6,APPROVE - Not a statistical outlier,
influencer_2554,3015938,482689,40855,12.73,16.0,900,38.0,95.8,38.3,MANUAL REVIEW - Top 5% anomaly,
influencer_2555,3803986,41825,2131,4.16,1.1,130,22.3,81.64,1.6,APPROVE - Not a statistical outlier,
influencer_2556,4723727,35920,3114,39.15,0.76,1442,27.6,88.21,25.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2557,372616,8438,426,-0.7,2.26,2769,13.1,60.69,0.0,APPROVE - Not a statistical outlier,
influencer_2558,1961155,23581,2026,3.5,1.2,970,7.1,27.279999999999998,1.0,APPROVE - Not a statistical outlier,
influencer_2559,3625064,109275,5099,0.53,3.01,370,9.7,44.29,0.2,APPROVE - Not a statistical outlier,
influencer_2560,776158,44055,2432,1.85,5.68,2938,12.5,58.040000000000006,0.9,APPROVE - Not a statistical outlier,
influencer_2561,2711527,28710,1987,0.44,1.06,1073,7.2,27.93,0.0,APPROVE - Not a statistical outlier,
influencer_2562,1769967,69726,1786,3.96,3.94,67,24.3,84.43,0.2,APPROVE - Not a statistical outlier,
influencer_2563,917383,32172,3083,4.75,3.51,689,6.7,24.240000000000002,4.3,APPROVE - Not a statistical outlier,
influencer_2564,280215,15038,990,-0.67,5.37,2063,14.8,66.38,0.7,APPROVE - Not a statistical outlier,
influencer_2565,2844236,40388,2448,0.4,1.42,1590,5.7,18.01,0.2,APPROVE - Not a statistical outlier,
influencer_2566,3738859,164795,14362,0.14,4.41,1686,11.9,55.67999999999999,0.6,APPROVE - Not a statistical outlier,
influencer_2567,274349,12072,1077,3.04,4.4,1079,9.2,41.25,1.3,APPROVE - Not a statistical outlier,
influencer_2568,4119893,179025,11060,1.57,4.35,483,9.1,40.52,0.4,APPROVE - Not a statistical outlier,
influencer_2569,1961584,183868,17316,35.83,9.37,1734,26.8,87.47,31.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2570,3734003,476800,12005,45.56,12.77,1376,31.9,91.47,10.7,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2571,1417207,17146,498,1.49,1.21,2814,12.7,58.809999999999995,0.0,APPROVE - Not a statistical outlier,
influencer_2572,579688,21643,1466,28.01,3.73,848,14.2,64.45,35.0,APPROVE - Not a statistical outlier,
influencer_2573,4227156,126382,6107,2.67,2.99,802,4.2,9.19,1.7,APPROVE - Not a statistical outlier,
influencer_2574,2475653,63147,3608,0.3,2.55,42,21.9,81.08,6.6,APPROVE - Not a statistical outlier,
influencer_2575,3203209,104318,4824,2.69,3.26,2992,7.7,31.240000000000002,0.2,APPROVE - Not a statistical outlier,
influencer_2576,4228995,123527,6470,1.27,2.92,950,4.2,9.19,0.2,APPROVE - Not a statistical outlier,
influencer_2577,4589645,560191,48070,48.95,12.21,854,42.9,97.83,42.8,MANUAL REVIEW - Top 5% anomaly,
influencer_2578,533726,31470,2123,0.83,5.9,2448,14.1,64.12,1.0,APPROVE - Not a statistical outlier,
influencer_2579,3953255,57051,5692,3.04,1.44,1344,12.1,56.44,1.0,APPROVE - Not a statistical outlier,
influencer_2580,3818242,214247,17771,2.37,5.61,2409,12.5,58.040000000000006,17.9,APPROVE - Not a statistical outlier,
influencer_2581,4991488,169769,7112,4.11,3.4,2338,11.9,55.67999999999999,0.6,APPROVE - Not a statistical outlier,
influencer_2582,240968,19761,813,13.6,8.2,2047,36.0,94.42,4.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2583,289963,14935,700,-0.76,5.15,1258,12.2,56.76,0.0,APPROVE - Not a statistical outlier,
influencer_2584,2593536,72679,6356,0.09,2.8,726,10.6,49.38,0.6,APPROVE - Not a statistical outlier,
influencer_2585,2976635,93826,2081,1.06,3.15,2764,11.7,54.76,0.0,APPROVE - Not a statistical outlier,
influencer_2586,3302017,100632,3865,0.08,3.05,979,9.6,43.75,0.2,APPROVE - Not a statistical outlier,
influencer_2587,520165,14947,1381,-0.5,2.87,2464,13.1,60.69,0.4,APPROVE - Not a statistical outlier,
influencer_2588,4415084,248465,17688,1.67,5.63,2898,16.9,71.83,1.2,APPROVE - Not a statistical outlier,
influencer_2589,3441866,177071,6754,3.06,5.14,2545,7.4,29.270000000000003,0.2,APPROVE - Not a statistical outlier,
influencer_2590,3879363,59936,2249,3.51,1.54,1468,7.5,29.880000000000003,0.0,APPROVE - Not a statistical outlier,
influencer_2591,3244484,482378,42936,27.83,14.87,98,54.9,99.64,40.7,"REJECT - Top 1% anomaly, escalate for manual audit",
influencer_2592,3025243,422121,38624,22.08,13.95,1811,34.0,93.04,31.7,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2593,1028557,15359,621,3.53,1.49,2277,8.1,34.22,0.0,APPROVE - Not a statistical outlier,
influencer_2594,1997170,81793,4387,1.12,4.1,2293,3.1,4.06,0.2,APPROVE - Not a statistical outlier,
influencer_2595,3889577,66840,5799,3.71,1.72,1999,6.8,25.019999999999996,0.7,APPROVE - Not a statistical outlier,
influencer_2596,1207123,43599,3561,4.8,3.61,241,8.7,38.05,0.9,APPROVE - Not a statistical outlier,
influencer_2597,1617596,16759,1426,4.28,1.04,537,11.8,55.21,3.1,APPROVE - Not a statistical outlier,
influencer_2598,1786559,46146,2836,1.72,2.58,2093,2.1,1.2,0.2,APPROVE - Not a statistical outlier,
influencer_2599,309449,13572,1261,2.48,4.39,1551,10.1,46.379999999999995,1.7,APPROVE - Not a statistical outlier,
influencer_2600,3848125,131613,6064,3.3,3.42,2961,8.8,38.690000000000005,0.9,APPROVE - Not a statistical outlier,
influencer_2601,534634,31497,1024,1.1,5.89,361,15.1,67.17,0.0,APPROVE - Not a statistical outlier,
influencer_2602,3933747,211262,16203,3.8,5.37,2794,10.6,49.38,8.6,APPROVE - Not a statistical outlier,
influencer_2603,191237,5345,337,1.62,2.8,580,8.8,38.690000000000005,0.1,APPROVE - Not a statistical outlier,
influencer_2604,857047,10519,929,4.08,1.23,1654,10.4,48.0,0.0,APPROVE - Not a statistical outlier,
influencer_2605,4624636,241782,6405,0.53,5.23,971,21.3,80.19,0.2,APPROVE - Not a statistical outlier,
influencer_2606,4416677,245398,21471,-0.93,5.56,2333,22.2,81.51,15.9,APPROVE - Not a statistical outlier,
influencer_2607,1407368,71819,3121,2.8,5.1,757,3.1,4.06,0.9,APPROVE - Not a statistical outlier,
influencer_2608,846474,13880,1004,1.71,1.64,909,6.2,20.919999999999998,0.0,APPROVE - Not a statistical outlier,
influencer_2609,4566537,273516,6348,-0.64,5.99,2892,30.4,90.58,0.2,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2610,1225744,28105,1932,1.93,2.29,678,2.5,2.02,0.2,APPROVE - Not a statistical outlier,
influencer_2611,4863894,78511,6075,40.58,1.61,1029,24.3,84.43,33.8,APPROVE - Not a statistical outlier,
influencer_2612,3348769,185527,9183,2.78,5.54,1551,5.1,13.919999999999998,0.2,APPROVE - Not a statistical outlier,
influencer_2613,2132018,46444,1729,1.67,2.18,2548,4.3,9.62,0.0,APPROVE - Not a statistical outlier,
influencer_2614,3252128,180209,11355,0.03,5.54,2767,22.5,81.97,0.2,APPROVE - Not a statistical outlier,
influencer_2615,4630375,117954,10221,1.47,2.55,1642,7.8,32.06,0.6,APPROVE - Not a statistical outlier,
influencer_2616,3490429,205309,9420,0.4,5.88,2777,17.2,72.64,0.2,APPROVE - Not a statistical outlier,
influencer_2617,2509426,60384,2427,2.92,2.41,2584,3.8,7.33,0.2,APPROVE - Not a statistical outlier,
influencer_2618,2532086,146029,6179,0.77,5.77,1039,10.8,50.519999999999996,0.6,APPROVE - Not a statistical outlier,
influencer_2619,295746,1026,98,48.34,0.35,1580,36.8,94.99,41.3,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2620,4353892,197943,9648,-0.92,4.55,833,10.8,50.519999999999996,1.6,APPROVE - Not a statistical outlier,
influencer_2621,1703159,62345,1264,1.42,3.66,2908,14.0,63.849999999999994,0.0,APPROVE - Not a statistical outlier,
influencer_2622,3758985,19946,1646,47.12,0.53,243,40.1,96.8,45.7,MANUAL REVIEW - Top 5% anomaly,
influencer_2623,3803177,80531,6115,-0.86,2.12,198,13.1,60.69,0.9,APPROVE - Not a statistical outlier,
influencer_2624,2004426,304079,9209,35.39,15.17,1007,27.8,88.38000000000001,24.0,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2625,3352463,65508,6471,0.96,1.95,1358,8.4,36.04,1.2,APPROVE - Not a statistical outlier,
influencer_2626,124950,19587,1344,42.58,15.68,175,37.5,95.46,39.6,MANUAL REVIEW - Top 5% anomaly,
influencer_2627,4524942,102545,6159,2.28,2.27,1828,5.8,18.7,0.6,APPROVE - Not a statistical outlier,
influencer_2628,4795821,277107,14015,2.79,5.78,545,21.0,79.64,0.7,APPROVE - Not a statistical outlier,
influencer_2629,1154224,13194,1212,0.37,1.14,482,12.3,57.16,0.0,APPROVE - Not a statistical outlier,
influencer_2630,4233851,84619,3343,2.26,2.0,89,21.2,80.01,0.2,APPROVE - Not a statistical outlier,
influencer_2631,2651235,58633,2513,4.99,2.21,557,6.0,19.939999999999998,0.4,APPROVE - Not a statistical outlier,
influencer_2632,4741039,145565,4336,4.32,3.07,1053,9.8,44.83,0.0,APPROVE - Not a statistical outlier,
influencer_2633,1741534,37680,3041,-0.65,2.16,2551,7.7,31.240000000000002,1.2,APPROVE - Not a statistical outlier,
influencer_2634,3892839,134565,9102,-0.23,3.46,1594,7.2,27.93,0.6,APPROVE - Not a statistical outlier,
influencer_2635,1305766,70019,4812,1.97,5.36,2834,9.5,43.15,0.6,APPROVE - Not a statistical outlier,
influencer_2636,2304554,105094,3938,0.47,4.56,2859,11.4,53.1,0.2,APPROVE - Not a statistical outlier,
influencer_2637,3399147,637391,45951,35.9,18.75,1132,40.4,96.93,37.6,MANUAL REVIEW - Top 5% anomaly,
influencer_2638,4949409,71519,5809,0.53,1.45,462,14.5,65.25999999999999,0.9,APPROVE - Not a statistical outlier,
influencer_2639,4021120,563517,27404,20.89,14.01,1206,29.7,90.05,34.6,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2640,2947862,54006,4542,2.18,1.83,430,7.0,26.58,0.3,APPROVE - Not a statistical outlier,
influencer_2641,2677517,132050,6325,1.94,4.93,2134,4.1,8.7,0.2,APPROVE - Not a statistical outlier,
influencer_2642,4308086,96944,7818,-0.96,2.25,2263,8.3,35.29,0.6,APPROVE - Not a statistical outlier,
influencer_2643,628220,19382,439,1.9,3.09,2475,9.8,44.83,0.0,APPROVE - Not a statistical outlier,
influencer_2644,444316,12229,783,2.12,2.75,634,6.3,21.55,0.1,APPROVE - Not a statistical outlier,
influencer_2645,3518741,186284,18174,2.63,5.29,2865,19.1,76.57000000000001,20.6,APPROVE - Not a statistical outlier,
influencer_2646,3457653,56453,5560,4.82,1.63,2235,11.8,55.21,1.0,APPROVE - Not a statistical outlier,
influencer_2647,476595,37812,1608,20.13,7.93,1840,20.4,78.75,7.0,APPROVE - Not a statistical outlier,
influencer_2648,1466744,25085,1387,2.16,1.71,1493,3.8,7.33,0.0,APPROVE - Not a statistical outlier,
influencer_2649,1889806,85494,2140,4.07,4.52,2666,8.5,36.75,0.0,APPROVE - Not a statistical outlier,
influencer_2650,3245424,179322,16115,-0.49,5.53,2543,18.6,75.48,15.9,APPROVE - Not a statistical outlier,
influencer_2651,2149091,68191,4465,2.19,3.17,2523,2.2,1.4000000000000001,0.2,APPROVE - Not a statistical outlier,
influencer_2652,3962676,136334,6926,3.07,3.44,1803,3.8,7.33,0.6,APPROVE - Not a statistical outlier,
influencer_2653,1761462,99295,2881,2.39,5.64,2878,13.5,62.239999999999995,0.6,APPROVE - Not a statistical outlier,
influencer_2654,2239673,80739,7730,0.38,3.6,1583,9.0,39.94,0.9,APPROVE - Not a statistical outlier,
influencer_2655,1624154,55838,3485,-0.62,3.44,1126,3.9,7.84,0.6,APPROVE - Not a statistical outlier,
influencer_2656,4059848,157994,6735,1.32,3.89,958,5.2,14.57,0.2,APPROVE - Not a statistical outlier,
influencer_2657,3481826,342055,16424,11.07,9.82,1981,20.8,79.32000000000001,18.0,APPROVE - Not a statistical outlier,
influencer_2658,810178,104672,4360,10.45,12.92,2003,25.5,85.98,23.0,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2659,4778402,243963,16624,0.42,5.11,2094,16.6,71.17,0.6,APPROVE - Not a statistical outlier,
influencer_2660,4671817,148448,14013,4.51,3.18,1584,11.6,54.290000000000006,1.4,APPROVE - Not a statistical outlier,
influencer_2661,2563605,34909,3090,-0.59,1.36,2808,12.9,59.67,0.9,APPROVE - Not a statistical outlier,
influencer_2662,722037,86600,4921,34.98,11.99,355,26.2,86.83,40.2,"CAUTION - Top 15% anomaly, monitor 2-4 weeks",
influencer_2663,3233244,93271,8032,3.99,2.88,1024,4.2,9.19,0.7,APPROVE - Not a statistical outlier,
influencer_2664,2800250,42055,2264,-0.87,1.5,642,6.7,24.240000000000002,0.4,APPROVE - Not a statistical outlier,
