name,followers,likes,comments,growth_rate,engagement_rate,account_age_days,fraud_risk_score,vetting_action,predicted_fraud,novel_pattern_flag
influencer_2744,2325839,67372,4592,0.58,2.9,1573,0.2,APPROVE - Low fraud risk,0,
influencer_2745,710481,618,22,21.04,0.09,558,100.0,REJECT - High fraud risk,1,
influencer_2746,482936,10835,239,-2.42,2.24,936,0.0,APPROVE - Low fraud risk,0,
influencer_2747,2178788,67434,4153,2.32,3.1,1694,0.2,APPROVE - Low fraud risk,0,
influencer_2748,66311,3205,165,0.46,4.83,1571,0.0,APPROVE - Low fraud risk,0,
influencer_2749,1313304,258,7,43.08,0.02,274,100.0,REJECT - High fraud risk,1,
influencer_2750,3298012,127953,6374,1.54,3.88,351,0.4,APPROVE - Low fraud risk,0,
influencer_2751,1201228,558,13,9.33,0.05,299,99.9,REJECT - High fraud risk,1,
influencer_2752,847458,17918,1327,5.37,2.11,316,0.0,APPROVE - Low fraud risk,0,
influencer_2753,2078750,61466,2395,-5.49,2.96,497,0.0,APPROVE - Low fraud risk,0,
influencer_2754,3771205,923,43,21.24,0.02,532,97.6,REJECT - High fraud risk,1,
influencer_2755,1906867,50578,3625,4.6,2.65,235,0.2,APPROVE - Low fraud risk,0,
influencer_2756,527051,647,22,2.06,0.12,193,99.6,REJECT - High fraud risk,1,
influencer_2757,2066372,51178,2845,5.83,2.48,930,0.4,APPROVE - Low fraud risk,0,
influencer_2758,170084,7259,237,8.58,4.27,138,0.1,APPROVE - Low fraud risk,0,
influencer_2759,201753,6160,478,6.78,3.05,612,0.1,APPROVE - Low fraud risk,0,
influencer_2760,283284,4501,131,2.27,1.59,754,0.0,APPROVE - Low fraud risk,0,
influencer_2761,398947,5928,283,2.08,1.49,1822,0.7,APPROVE - Low fraud risk,0,
influencer_2762,191340,7581,453,0.76,3.96,131,0.0,APPROVE - Low fraud risk,0,
influencer_2763,504174,11316,777,2.88,2.24,1755,0.0,APPROVE - Low fraud risk,0,
influencer_2764,390684,11413,349,1.27,2.92,347,0.1,APPROVE - Low fraud risk,0,
influencer_2765,275841,8322,109,-0.72,3.02,1743,0.0,APPROVE - Low fraud risk,0,
influencer_2766,959739,30594,1887,7.38,3.19,143,0.9,APPROVE - Low fraud risk,0,
influencer_2767,1907543,43938,2443,1.62,2.3,166,0.2,APPROVE - Low fraud risk,0,
influencer_2768,683301,16658,364,-0.11,2.44,577,0.0,APPROVE - Low fraud risk,0,
influencer_2769,812917,12200,842,2.58,1.5,438,0.0,APPROVE - Low fraud risk,0,
influencer_2770,462445,20907,573,6.8,4.52,417,0.1,APPROVE - Low fraud risk,0,
influencer_2771,147966,6156,254,7.64,4.16,963,0.3,APPROVE - Low fraud risk,0,
influencer_2772,247102,5516,388,2.82,2.23,530,0.0,APPROVE - Low fraud risk,0,
influencer_2773,1031124,39262,2400,-0.22,3.81,1470,0.6,APPROVE - Low fraud risk,0,
influencer_2774,299846,8942,436,5.57,2.98,1330,0.0,APPROVE - Low fraud risk,0,
influencer_2775,1300436,39228,1849,0.91,3.02,1100,0.0,APPROVE - Low fraud risk,0,
influencer_2776,120266,3394,164,2.2,2.82,1410,0.0,APPROVE - Low fraud risk,0,
influencer_2777,204824,9979,473,5.84,4.87,1125,0.0,APPROVE - Low fraud risk,0,
influencer_2778,823595,16953,82,2.36,2.06,1617,0.0,APPROVE - Low fraud risk,0,
influencer_2779,135289,315,16,9.19,0.23,414,79.9,REJECT - High fraud risk,1,
influencer_2780,238558,3851,118,5.33,1.61,398,0.0,APPROVE - Low fraud risk,0,
influencer_2781,1147393,31503,886,6.13,2.75,311,0.2,APPROVE - Low fraud risk,0,
influencer_2782,2290854,97140,5291,-0.62,4.24,1328,0.2,APPROVE - Low fraud risk,0,
influencer_2783,300485,10685,447,7.25,3.56,907,0.3,APPROVE - Low fraud risk,0,
influencer_2784,383297,11454,636,7.19,2.99,1880,0.0,APPROVE - Low fraud risk,0,
influencer_2785,96377,5562,1867,4.07,5.77,253,91.3,REJECT - High fraud risk,1,
influencer_2786,1209946,55125,2735,-2.92,4.56,1994,0.6,APPROVE - Low fraud risk,0,
influencer_2787,362820,12712,745,3.93,3.5,621,0.1,APPROVE - Low fraud risk,0,
influencer_2788,67880,1704,28,4.5,2.51,1553,0.0,APPROVE - Low fraud risk,0,
influencer_2789,460528,8248,436,-1.81,1.79,1302,0.0,APPROVE - Low fraud risk,0,
influencer_2790,1539434,61677,2203,4.16,4.01,1634,0.2,APPROVE - Low fraud risk,0,
influencer_2791,89082,2254,89,0.76,2.53,1342,0.0,APPROVE - Low fraud risk,0,
influencer_2792,199380,7679,396,6.95,3.85,528,0.5,APPROVE - Low fraud risk,0,
influencer_2793,648701,40267,1191,0.91,6.21,1917,0.0,APPROVE - Low fraud risk,0,
influencer_2794,817825,2586,145,2.93,0.32,1282,14.7,APPROVE - Low fraud risk,0,
influencer_2795,2082946,38574,1149,2.79,1.85,1487,0.0,APPROVE - Low fraud risk,0,
influencer_2796,539501,12782,786,5.18,2.37,497,0.0,APPROVE - Low fraud risk,0,
influencer_2797,31544,1161,304,27.57,3.68,663,93.3,REJECT - High fraud risk,1,
influencer_2798,815603,25973,819,0.09,3.18,1502,0.0,APPROVE - Low fraud risk,0,
influencer_2799,761470,36081,20808,21.91,4.74,441,94.7,REJECT - High fraud risk,1,
influencer_2800,160910,5011,173,3.2,3.11,1846,0.0,APPROVE - Low fraud risk,0,
influencer_2801,53442,891,56,3.65,1.67,680,0.3,APPROVE - Low fraud risk,0,
influencer_2802,461965,10852,513,0.74,2.35,188,0.0,APPROVE - Low fraud risk,0,
influencer_2803,139097,6527,312,4.34,4.69,1343,0.0,APPROVE - Low fraud risk,0,
influencer_2804,57193,2722,116,5.59,4.76,1135,0.0,APPROVE - Low fraud risk,0,
influencer_2805,155990,2548,215,4.86,1.63,1661,0.3,APPROVE - Low fraud risk,0,
influencer_2806,643213,17160,702,4.14,2.67,1561,0.0,APPROVE - Low fraud risk,0,
influencer_2807,432833,10335,433,1.08,2.39,1776,0.0,APPROVE - Low fraud risk,0,
influencer_2808,2385589,77815,3011,2.83,3.26,1950,0.2,APPROVE - Low fraud risk,0,
influencer_2809,1584900,369,15,13.19,0.02,734,100.0,REJECT - High fraud risk,1,
influencer_2810,2089528,50533,3559,-3.42,2.42,1046,0.0,APPROVE - Low fraud risk,0,
influencer_2811,328677,10327,216,5.44,3.14,1269,0.0,APPROVE - Low fraud risk,0,
influencer_2812,147058,2224,66,5.54,1.51,1131,0.0,APPROVE - Low fraud risk,0,
influencer_2813,2287442,244,5,0.39,0.01,695,100.0,REJECT - High fraud risk,1,
influencer_2814,1354435,32263,1833,4.29,2.38,1520,0.1,APPROVE - Low fraud risk,0,
influencer_2815,474670,18965,1000,1.82,4.0,1326,0.0,APPROVE - Low fraud risk,0,
influencer_2816,510855,14330,689,6.09,2.81,1299,0.0,APPROVE - Low fraud risk,0,
influencer_2817,431160,9509,525,0.47,2.21,1235,0.0,APPROVE - Low fraud risk,0,
influencer_2818,86328,2001,130,5.01,2.32,1426,0.0,APPROVE - Low fraud risk,0,
influencer_2819,1371834,21684,980,1.34,1.58,1733,0.0,APPROVE - Low fraud risk,0,
influencer_2820,282177,11088,3323,-2.52,3.93,848,97.2,REJECT - High fraud risk,1,
influencer_2821,1140050,39783,2269,-1.49,3.49,306,0.8,APPROVE - Low fraud risk,0,
influencer_2822,256729,4436,295,3.51,1.73,1547,0.0,APPROVE - Low fraud risk,0,
influencer_2823,380184,16597,5565,-5.5,4.37,290,97.9,REJECT - High fraud risk,1,
influencer_2824,1240810,38194,1523,4.59,3.08,1255,0.1,APPROVE - Low fraud risk,0,
influencer_2825,359271,11239,362,3.2,3.13,1559,0.0,APPROVE - Low fraud risk,0,
influencer_2826,49689,988,259,-5.97,1.99,1197,75.3,REJECT - High fraud risk,1,
influencer_2827,1533571,67753,2921,1.09,4.42,1106,0.6,APPROVE - Low fraud risk,0,
influencer_2828,658527,21961,1206,2.1,3.33,1784,0.0,APPROVE - Low fraud risk,0,
influencer_2829,211286,5689,383,6.78,2.69,595,0.1,APPROVE - Low fraud risk,0,
influencer_2830,287935,11066,444,11.4,3.84,1586,3.8,APPROVE - Low fraud risk,0,
influencer_2831,62392,2955,112,-2.64,4.74,1862,0.0,APPROVE - Low fraud risk,0,
influencer_2832,97632,2738,1270,31.08,2.8,352,98.6,REJECT - High fraud risk,1,
influencer_2833,974323,35366,2230,2.66,3.63,1994,1.9,APPROVE - Low fraud risk,0,
influencer_2834,150362,2605,126,11.44,1.73,1049,12.0,APPROVE - Low fraud risk,0,
influencer_2835,192264,4286,222,6.28,2.23,611,0.0,APPROVE - Low fraud risk,0,
influencer_2836,2602624,91693,3772,7.53,3.52,1812,0.0,APPROVE - Low fraud risk,0,
influencer_2837,201741,4881,241,4.94,2.42,89,0.3,APPROVE - Low fraud risk,0,
influencer_2838,79593,4494,137,7.66,5.65,1838,0.0,APPROVE - Low fraud risk,0,
influencer_2839,489271,10355,466,4.46,2.12,497,0.0,APPROVE - Low fraud risk,0,
influencer_2840,387975,9264,414,7.73,2.39,606,0.3,APPROVE - Low fraud risk,0,
influencer_2841,1784031,30950,1642,3.51,1.73,1607,0.1,APPROVE - Low fraud risk,0,
influencer_2842,517830,227,7,30.46,0.04,211,100.0,REJECT - High fraud risk,1,
influencer_2843,176604,7286,259,5.49,4.13,1308,0.0,APPROVE - Low fraud risk,0,
influencer_2844,172969,5469,174,5.55,3.16,1212,0.3,APPROVE - Low fraud risk,0,
influencer_2845,192703,6955,373,0.36,3.61,1910,0.0,APPROVE - Low fraud risk,0,
influencer_2846,221830,9098,610,4.03,4.1,1402,0.0,APPROVE - Low fraud risk,0,
influencer_2847,1781444,53712,2381,-2.58,3.02,390,0.2,APPROVE - Low fraud risk,0,
influencer_2848,194148,6401,431,3.12,3.3,437,0.1,APPROVE - Low fraud risk,0,
influencer_2849,476554,15300,978,-1.53,3.21,514,0.0,APPROVE - Low fraud risk,0,
influencer_2850,697482,16664,903,7.28,2.39,1838,0.0,APPROVE - Low fraud risk,0,
influencer_2851,87984,5622,265,4.98,6.39,1081,0.0,APPROVE - Low fraud risk,0,
influencer_2852,52540,679,25,6.08,1.29,582,1.3,APPROVE - Low fraud risk,0,
influencer_2853,343787,14735,460,-4.01,4.29,309,0.0,APPROVE - Low fraud risk,0,
influencer_2854,143701,3931,193,1.75,2.74,1563,0.0,APPROVE - Low fraud risk,0,
influencer_2855,721752,24573,788,4.55,3.4,1068,0.0,APPROVE - Low fraud risk,0,
influencer_2856,149513,3853,139,8.38,2.58,855,0.6,APPROVE - Low fraud risk,0,
influencer_2857,417305,16649,7226,18.67,3.99,769,99.2,REJECT - High fraud risk,1,
influencer_2858,5000000,141661,7272,2.58,2.83,845,0.5,APPROVE - Low fraud risk,0,
influencer_2859,678284,28100,1667,3.81,4.14,608,0.3,APPROVE - Low fraud risk,0,
influencer_2860,1539808,36333,1964,1.64,2.36,1662,0.0,APPROVE - Low fraud risk,0,
influencer_2861,160733,4673,205,1.91,2.91,418,0.1,APPROVE - Low fraud risk,0,
influencer_2862,1197097,25950,859,6.86,2.17,535,0.0,APPROVE - Low fraud risk,0,
influencer_2863,210948,6471,2956,-10.0,3.07,171,99.3,REJECT - High fraud risk,1,
influencer_2864,271497,10599,549,-1.11,3.9,67,0.0,APPROVE - Low fraud risk,0,
influencer_2865,1445622,148,6,31.29,0.01,464,100.0,REJECT - High fraud risk,1,
influencer_2866,780394,25016,926,1.34,3.21,935,0.0,APPROVE - Low fraud risk,0,
influencer_2867,3000000,120897,34111,0.91,4.03,984,89.9,REJECT - High fraud risk,1,
influencer_2868,1343878,43568,1312,-1.06,3.24,1539,0.0,APPROVE - Low fraud risk,0,
influencer_2869,148430,1264,73,7.18,0.85,1558,0.9,APPROVE - Low fraud risk,0,
influencer_2870,490706,23709,1220,6.83,4.83,919,0.2,APPROVE - Low fraud risk,0,
influencer_2871,603191,11821,520,2.94,1.96,1083,0.0,APPROVE - Low fraud risk,0,
influencer_2872,93826,1658,90,1.76,1.77,950,0.0,APPROVE - Low fraud risk,0,
influencer_2873,3822950,94605,3058,1.57,2.47,631,0.2,APPROVE - Low fraud risk,0,
influencer_2874,438154,8539,219,8.13,1.95,360,1.5,APPROVE - Low fraud risk,0,
influencer_2875,308057,3663,148,7.82,1.19,246,3.7,APPROVE - Low fraud risk,0,
influencer_2876,238037,11604,436,8.81,4.87,1487,0.0,APPROVE - Low fraud risk,0,
influencer_2877,369875,3987,39,5.91,1.08,628,8.2,APPROVE - Low fraud risk,0,
influencer_2878,1153067,28167,14775,30.05,2.44,558,98.4,REJECT - High fraud risk,1,
influencer_2879,1531670,39922,2244,2.64,2.61,862,0.8,APPROVE - Low fraud risk,0,
influencer_2880,651611,27045,1046,6.78,4.15,128,0.2,APPROVE - Low fraud risk,0,
influencer_2881,152241,3426,173,12.69,2.25,379,15.9,APPROVE - Low fraud risk,0,
influencer_2882,828648,74,1,9.46,0.01,742,99.6,REJECT - High fraud risk,1,
influencer_2883,2491684,97475,4981,9.96,3.91,1193,3.0,APPROVE - Low fraud risk,0,
influencer_2884,267862,4097,214,2.32,1.53,983,0.0,APPROVE - Low fraud risk,0,
influencer_2885,722704,16358,1310,-2.02,2.26,309,0.0,APPROVE - Low fraud risk,0,
influencer_2886,102844,3265,224,0.44,3.17,1563,0.0,APPROVE - Low fraud risk,0,
influencer_2887,2243492,55166,1660,7.02,2.46,210,1.1,APPROVE - Low fraud risk,0,
influencer_2888,1122349,52607,2393,3.44,4.69,1032,0.2,APPROVE - Low fraud risk,0,
influencer_2889,142168,2903,95,2.88,2.04,1583,0.0,APPROVE - Low fraud risk,0,
influencer_2890,775439,419,14,24.51,0.05,210,100.0,REJECT - High fraud risk,1,
influencer_2891,140244,3681,197,12.03,2.62,1338,3.2,APPROVE - Low fraud risk,0,
influencer_2892,143207,2346,150,4.04,1.64,638,0.0,APPROVE - Low fraud risk,0,
influencer_2893,187137,9303,3017,7.2,4.97,533,98.3,REJECT - High fraud risk,1,
influencer_2894,2153438,67988,3201,-6.95,3.16,918,0.0,APPROVE - Low fraud risk,0,
influencer_2895,587758,6739,253,4.14,1.15,676,0.3,APPROVE - Low fraud risk,0,
influencer_2896,76278,1858,92,2.1,2.44,597,0.3,APPROVE - Low fraud risk,0,
influencer_2897,835654,11541,344,0.1,1.38,1408,0.0,APPROVE - Low fraud risk,0,
influencer_2898,700269,10659,294,-1.49,1.52,766,0.0,APPROVE - Low fraud risk,0,
influencer_2899,831261,31127,1430,4.95,3.74,1577,0.0,APPROVE - Low fraud risk,0,
influencer_2900,96747,2486,153,-4.09,2.57,984,0.0,APPROVE - Low fraud risk,0,
influencer_2901,191788,3146,32,5.63,1.64,1982,1.0,APPROVE - Low fraud risk,0,
influencer_2902,1135375,27334,1720,2.19,2.41,70,0.1,APPROVE - Low fraud risk,0,
influencer_2903,899527,26708,1238,-1.8,2.97,128,0.0,APPROVE - Low fraud risk,0,
influencer_2904,224661,4313,124,-1.67,1.92,140,0.0,APPROVE - Low fraud risk,0,
influencer_2905,253263,5849,310,6.56,2.31,66,1.3,APPROVE - Low fraud risk,0,
influencer_2906,928359,21090,1329,-0.75,2.27,120,0.0,APPROVE - Low fraud risk,0,
influencer_2907,464461,18183,944,4.4,3.91,1975,0.0,APPROVE - Low fraud risk,0,
influencer_2908,153537,5542,334,0.9,3.61,314,0.0,APPROVE - Low fraud risk,0,
influencer_2909,697913,25913,513,8.34,3.71,907,0.3,APPROVE - Low fraud risk,0,
influencer_2910,134501,5787,210,4.21,4.3,1268,0.0,APPROVE - Low fraud risk,0,
influencer_2911,1010500,39542,1650,2.33,3.91,852,0.4,APPROVE - Low fraud risk,0,
influencer_2912,608062,28808,1526,7.72,4.74,1988,0.1,APPROVE - Low fraud risk,0,
influencer_2913,350895,5508,226,1.29,1.57,300,0.3,APPROVE - Low fraud risk,0,
influencer_2914,229839,5799,2532,29.4,2.52,333,99.9,REJECT - High fraud risk,1,
influencer_2915,367816,5589,308,8.31,1.52,663,2.4,APPROVE - Low fraud risk,0,
influencer_2916,292519,2331,58,4.39,0.8,1992,1.5,APPROVE - Low fraud risk,0,
influencer_2917,255089,5696,2266,1.7,2.23,514,97.9,REJECT - High fraud risk,1,
influencer_2918,2845112,1637,47,22.98,0.06,574,97.9,REJECT - High fraud risk,1,
influencer_2919,956459,908,21,38.37,0.09,332,100.0,REJECT - High fraud risk,1,
influencer_2920,237190,12539,421,-2.49,5.29,1424,0.0,APPROVE - Low fraud risk,0,
influencer_2921,285072,8012,280,1.28,2.81,1780,0.0,APPROVE - Low fraud risk,0,
influencer_2922,388755,7200,395,1.83,1.85,1031,0.0,APPROVE - Low fraud risk,0,
influencer_2923,395990,6332,125,10.81,1.6,1273,3.3,APPROVE - Low fraud risk,0,
influencer_2924,443872,9465,583,2.18,2.13,1328,0.0,APPROVE - Low fraud risk,0,
influencer_2925,463650,19234,777,-1.34,4.15,361,0.0,APPROVE - Low fraud risk,0,
influencer_2926,176957,7203,331,3.23,4.07,1335,0.0,APPROVE - Low fraud risk,0,
influencer_2927,2503613,60828,2476,8.29,2.43,1255,0.6,APPROVE - Low fraud risk,0,
influencer_2928,258894,7433,210,9.83,2.87,1433,0.4,APPROVE - Low fraud risk,0,
influencer_2929,237830,8512,3926,2.2,3.58,606,97.7,REJECT - High fraud risk,1,
influencer_2930,51178,1687,88,2.18,3.3,1207,0.0,APPROVE - Low fraud risk,0,
influencer_2931,502173,6979,366,6.22,1.39,1176,0.3,APPROVE - Low fraud risk,0,
influencer_2932,212764,1921,116,-1.96,0.9,119,1.0,APPROVE - Low fraud risk,0,
influencer_2933,161660,6426,179,6.39,3.98,530,0.1,APPROVE - Low fraud risk,0,
influencer_2934,182670,4041,209,1.61,2.21,553,0.0,APPROVE - Low fraud risk,0,
influencer_2935,308236,8812,399,-0.36,2.86,1747,0.0,APPROVE - Low fraud risk,0,
influencer_2936,3872704,1861,15,12.62,0.05,75,95.6,REJECT - High fraud risk,1,
influencer_2937,1190638,30975,2115,8.65,2.6,1758,1.7,APPROVE - Low fraud risk,0,
influencer_2938,404438,15304,385,2.85,3.78,1778,0.0,APPROVE - Low fraud risk,0,
influencer_2939,520992,10542,506,7.95,2.02,726,0.8,APPROVE - Low fraud risk,0,
influencer_2940,2476502,68015,4803,-5.6,2.75,1248,0.0,APPROVE - Low fraud risk,0,
influencer_2941,162753,6699,471,0.55,4.12,934,0.0,APPROVE - Low fraud risk,0,
influencer_2942,581755,25321,543,9.51,4.35,226,0.6,APPROVE - Low fraud risk,0,
influencer_2943,36811,454,27,-1.26,1.23,329,1.0,APPROVE - Low fraud risk,0,
influencer_2944,1869242,41818,947,2.62,2.24,236,0.0,APPROVE - Low fraud risk,0,
influencer_2945,198768,4094,103,7.38,2.06,1457,0.0,APPROVE - Low fraud risk,0,
influencer_2946,291897,6031,429,-2.46,2.07,180,0.0,APPROVE - Low fraud risk,0,
influencer_2947,40206,1044,58,5.01,2.6,1582,0.0,APPROVE - Low fraud risk,0,
influencer_2948,511003,15967,501,3.77,3.12,655,0.1,APPROVE - Low fraud risk,0,
influencer_2949,306911,17518,1004,-1.14,5.71,774,0.3,APPROVE - Low fraud risk,0,
influencer_2950,247915,5795,178,-0.78,2.34,205,0.0,APPROVE - Low fraud risk,0,
influencer_2951,880498,10083,433,1.04,1.15,1584,0.0,APPROVE - Low fraud risk,0,
influencer_2952,508947,11920,534,-3.56,2.34,1710,0.0,APPROVE - Low fraud risk,0,
influencer_2953,1042063,27825,1595,2.6,2.67,1325,0.0,APPROVE - Low fraud risk,0,
influencer_2954,1403456,44648,797,7.43,3.18,1282,0.0,APPROVE - Low fraud risk,0,
influencer_2955,331600,5282,156,-5.96,1.59,77,2.3,APPROVE - Low fraud risk,0,
influencer_2956,413554,18349,656,2.11,4.44,850,0.3,APPROVE - Low fraud risk,0,
influencer_2957,212971,11328,570,5.89,5.32,891,0.3,APPROVE - Low fraud risk,0,
influencer_2958,631010,24183,1425,3.98,3.83,815,0.2,APPROVE - Low fraud risk,0,
influencer_2959,1821643,41017,1383,5.98,2.25,817,1.0,APPROVE - Low fraud risk,0,
influencer_2960,37530,1235,61,6.37,3.29,1212,0.0,APPROVE - Low fraud risk,0,
influencer_2961,2147751,65664,3297,0.27,3.06,184,0.2,APPROVE - Low fraud risk,0,
influencer_2962,93087,2000,50,-0.21,2.15,1556,0.0,APPROVE - Low fraud risk,0,
influencer_2963,951746,43872,2752,3.11,4.61,1746,0.2,APPROVE - Low fraud risk,0,
influencer_2964,338148,9747,424,-1.36,2.88,288,0.0,APPROVE - Low fraud risk,0,
influencer_2965,546704,11794,384,7.27,2.16,1108,0.0,APPROVE - Low fraud risk,0,
influencer_2966,380084,7288,1,-2.47,1.92,1358,2.3,APPROVE - Low fraud risk,0,
influencer_2967,2151239,43292,1016,0.22,2.01,688,0.0,APPROVE - Low fraud risk,0,
influencer_2968,339960,13158,581,1.91,3.87,1823,0.0,APPROVE - Low fraud risk,0,
influencer_2969,3628211,90574,2156,1.41,2.5,1130,0.0,APPROVE - Low fraud risk,0,
influencer_2970,2419309,500,6,12.9,0.02,35,98.6,REJECT - High fraud risk,1,
influencer_2971,297148,7923,147,1.32,2.67,762,0.1,APPROVE - Low fraud risk,0,
influencer_2972,414484,23056,940,5.36,5.56,1880,0.0,APPROVE - Low fraud risk,0,
influencer_2973,325415,10550,505,1.67,3.24,437,0.1,APPROVE - Low fraud risk,0,
influencer_2974,1162746,23035,774,11.95,1.98,1950,5.2,APPROVE - Low fraud risk,0,
influencer_2975,1291353,28872,1589,7.51,2.24,1735,0.4,APPROVE - Low fraud risk,0,
influencer_2976,443387,10280,617,2.42,2.32,1351,0.0,APPROVE - Low fraud risk,0,
influencer_2977,728951,26998,1403,1.68,3.7,441,0.2,APPROVE - Low fraud risk,0,
influencer_2978,197696,11090,575,5.85,5.61,68,0.5,APPROVE - Low fraud risk,0,
influencer_2979,887012,11021,478,12.83,1.24,458,16.0,APPROVE - Low fraud risk,0,
influencer_2980,139480,5096,1912,7.69,3.65,816,92.8,REJECT - High fraud risk,1,
influencer_2981,57642,1230,67,-1.26,2.13,688,0.0,APPROVE - Low fraud risk,0,
influencer_2982,1176766,39894,1813,7.26,3.39,384,0.5,APPROVE - Low fraud risk,0,
influencer_2983,2299522,71502,4403,3.27,3.11,1332,0.2,APPROVE - Low fraud risk,0,
influencer_2984,956930,32869,1911,5.46,3.43,1421,0.1,APPROVE - Low fraud risk,0,
influencer_2985,348205,7035,242,-6.33,2.02,1926,0.3,APPROVE - Low fraud risk,0,
influencer_2986,1367929,24594,1320,9.02,1.8,1930,0.3,APPROVE - Low fraud risk,0,
influencer_2987,201924,5664,326,9.64,2.81,1696,0.3,APPROVE - Low fraud risk,0,
influencer_2988,671136,29659,681,5.7,4.42,1421,0.0,APPROVE - Low fraud risk,0,
influencer_2989,32552,558,43,7.29,1.72,1566,0.3,APPROVE - Low fraud risk,0,
influencer_2990,1060685,22989,1051,-0.17,2.17,1624,0.0,APPROVE - Low fraud risk,0,
influencer_2991,77050,1958,136,9.14,2.54,1507,0.6,APPROVE - Low fraud risk,0,
influencer_2992,660649,12208,691,2.05,1.85,1745,0.0,APPROVE - Low fraud risk,0,
influencer_2993,5000000,107881,4233,1.25,2.16,1274,0.2,APPROVE - Low fraud risk,0,
influencer_2994,120813,3998,85,4.27,3.31,211,0.1,APPROVE - Low fraud risk,0,
influencer_2995,168683,5308,349,2.36,3.15,629,0.1,APPROVE - Low fraud risk,0,
influencer_2996,190244,5471,251,1.59,2.88,654,0.1,APPROVE - Low fraud risk,0,
influencer_2997,1990988,34959,1954,7.52,1.76,567,1.6,APPROVE - Low fraud risk,0,
influencer_2998,2617763,29042,1472,-4.54,1.11,134,1.5,APPROVE - Low fraud risk,0,
influencer_2999,2282397,56,2,35.63,0.0,441,100.0,REJECT - High fraud risk,1,
influencer_3000,94401,3341,156,2.89,3.54,1921,0.0,APPROVE - Low fraud risk,0,
influencer_3001,593812,177,5,12.7,0.03,336,99.3,REJECT - High fraud risk,1,
influencer_3002,527026,6474,428,3.69,1.23,464,0.0,APPROVE - Low fraud risk,0,
influencer_3003,1248404,136,3,20.37,0.01,199,100.0,REJECT - High fraud risk,1,
influencer_3004,597586,12791,598,5.15,2.14,445,0.0,APPROVE - Low fraud risk,0,
influencer_3005,212869,7381,120,2.22,3.47,1034,0.0,APPROVE - Low fraud risk,0,
influencer_3006,1932413,42964,2555,4.05,2.22,1949,0.0,APPROVE - Low fraud risk,0,
influencer_3007,48938,1095,93,5.34,2.24,1250,0.0,APPROVE - Low fraud risk,0,
influencer_3008,1673104,72445,1874,4.53,4.33,1509,0.0,APPROVE - Low fraud risk,0,
influencer_3009,2265737,94110,6378,11.59,4.15,1762,6.0,APPROVE - Low fraud risk,0,
influencer_3010,755904,13552,408,4.71,1.79,1961,0.0,APPROVE - Low fraud risk,0,
influencer_3011,312797,6956,359,-3.55,2.22,1757,0.0,APPROVE - Low fraud risk,0,
influencer_3012,922792,27270,1191,3.45,2.96,993,0.0,APPROVE - Low fraud risk,0,
influencer_3013,18887,582,32,4.05,3.08,1767,0.0,APPROVE - Low fraud risk,0,
influencer_3014,502036,16170,853,3.77,3.22,617,0.1,APPROVE - Low fraud risk,0,
influencer_3015,263576,6551,183,5.08,2.49,1664,0.0,APPROVE - Low fraud risk,0,
influencer_3016,140148,3962,109,0.46,2.83,1247,0.0,APPROVE - Low fraud risk,0,
influencer_3017,218879,4187,67,1.16,1.91,1289,0.0,APPROVE - Low fraud risk,0,
influencer_3018,291369,7070,273,1.65,2.43,699,0.0,APPROVE - Low fraud risk,0,
influencer_3019,1407439,39430,2135,4.14,2.8,1041,0.0,APPROVE - Low fraud risk,0,
influencer_3020,43974,388,84,17.99,0.88,952,65.8,MANUAL REVIEW - Audit history,1,
influencer_3021,239545,5720,384,1.88,2.39,1400,0.0,APPROVE - Low fraud risk,0,
influencer_3022,250715,7729,364,5.12,3.08,1676,0.0,APPROVE - Low fraud risk,0,
influencer_3023,405709,13922,551,0.86,3.43,87,0.0,APPROVE - Low fraud risk,0,
influencer_3024,334583,5378,422,5.86,1.61,1367,0.0,APPROVE - Low fraud risk,0,
influencer_3025,1848803,48599,2825,6.28,2.63,268,0.2,APPROVE - Low fraud risk,0,
influencer_3026,131907,1894,132,-0.11,1.44,754,0.0,APPROVE - Low fraud risk,0,
influencer_3027,1370024,35263,1619,1.81,2.57,254,1.4,APPROVE - Low fraud risk,0,
influencer_3028,684289,15378,336,2.93,2.25,180,0.0,APPROVE - Low fraud risk,0,
influencer_3029,669073,8427,411,2.44,1.26,303,0.0,APPROVE - Low fraud risk,0,
influencer_3030,229992,5955,383,5.29,2.59,791,0.0,APPROVE - Low fraud risk,0,
influencer_3031,163019,8403,479,7.82,5.15,118,0.5,APPROVE - Low fraud risk,0,
influencer_3032,310956,6560,329,0.42,2.11,767,0.0,APPROVE - Low fraud risk,0,
influencer_3033,281148,8333,257,8.51,2.96,299,0.1,APPROVE - Low fraud risk,0,
influencer_3034,5000000,16492,506,9.16,0.33,1176,14.7,APPROVE - Low fraud risk,0,
influencer_3035,799648,15284,574,6.5,1.91,202,0.3,APPROVE - Low fraud risk,0,
influencer_3036,170712,9207,387,-0.26,5.39,1499,0.0,APPROVE - Low fraud risk,0,
influencer_3037,5000000,113497,1742,3.19,2.27,773,0.2,APPROVE - Low fraud risk,0,
influencer_3038,2438926,43813,2454,6.16,1.8,1135,0.0,APPROVE - Low fraud risk,0,
influencer_3039,77779,1276,27,2.84,1.64,903,0.3,APPROVE - Low fraud risk,0,
influencer_3040,173125,4394,245,1.62,2.54,208,0.0,APPROVE - Low fraud risk,0,
